ID,Cidade,Estado,Sigla,IBGE,Latitude,Longitude
2885,MANARI,PERNAMBUCO,PE,2609154,-8.961617,-37.624648
2886,MANAUS,AMAZONAS,AM,1302603,-3.131633,-59.982504
2887,MÂNCIO LIMA,ACRE,AC,1200336,-7.614591,-72.905264
2888,MANDAGUAÇU,PARANÁ,PR,4114104,-23.348508,-52.096621
2889,MANDAGUARI,PARANÁ,PR,4114203,-23.522485,-51.678751
2890,MANDIRITUBA,PARANÁ,PR,4114302,-25.776855,-49.328177
2891,MANDURI,SÃO PAULO,SP,3528601,-23.005902,-49.317191
2892,MANFRINÓPOLIS,PARANÁ,PR,4114351,-26.144073,-53.311337
2893,MANGA,MINAS GERAIS,MG,3139300,-14.752803,-43.941704
2894,MANGARATIBA,RIO DE JANEIRO,RJ,3302601,-22.960019,-44.041110
2895,MANGUEIRINHA,PARANÁ,PR,4114401,-25.941201,-52.174085
2896,MANHUAÇU,MINAS GERAIS,MG,3139409,-20.257443,-42.034077
2897,MANHUMIRIM,MINAS GERAIS,MG,3139508,-20.359914,-41.955461
2898,MANICORÉ,AMAZONAS,AM,1302702,-5.804618,-61.289483
2899,MANOEL EMÍDIO,PIAUÍ,PI,2205904,-8.005402,-43.873032
2900,MANOEL RIBAS,PARANÁ,PR,4114500,-24.517724,-51.668573
2901,MANOEL URBANO,ACRE,AC,1200344,-8.838861,-69.262062
2902,MANOEL VIANA,RIO GRANDE DO SUL,RS,4311759,-29.534405,-55.405141
2903,MANOEL VITORINO,BAHIA,BA,2920403,-14.144839,-40.243970
2904,MANSIDÃO,BAHIA,BA,2920452,-10.719654,-44.035602
2905,MANTENA,MINAS GERAIS,MG,3139607,-18.780994,-40.980828
2906,MANTENÓPOLIS,ESPÍRITO SANTO,ES,3203304,-18.862618,-41.122401
2907,MAQUINÉ,RIO GRANDE DO SUL,RS,4311775,-29.675637,-50.205632
2908,MAR DE ESPANHA,MINAS GERAIS,MG,3139805,-21.866945,-43.010000
2909,MAR VERMELHO,ALAGOAS,AL,2704906,-9.466500,-36.402278
2910,MARA ROSA,GOIÁS,GO,5212808,-14.014816,-49.177652
2911,MARAÃ,AMAZONAS,AM,1302801,-1.853129,-65.572995
2912,MARABÁ,PARÁ,PA,1504208,-5.346282,-49.100740
2913,MARABÁ PAULISTA,SÃO PAULO,SP,3528700,-22.119500,-52.042755
2914,MARACAÇUMÉ,MARANHÃO,MA,2106326,-2.049177,-45.958734
2915,MARACAÍ,SÃO PAULO,SP,3528809,-22.612050,-50.667412
2916,MARACAJÁ,SANTA CATARINA,SC,4210407,-28.862857,-49.449388
2917,MARACAJU,MATO GROSSO DO SUL,MS,5005400,-21.610396,-55.166407
2918,MARACANÃ,PARÁ,PA,1504307,-0.738897,-47.453734
2919,MARACANAÚ,CEARÁ,CE,2307650,-3.877944,-38.624770
2920,MARACÁS,BAHIA,BA,2920502,-13.440890,-40.433052
2921,MARAGOGI,ALAGOAS,AL,2704500,-9.011828,-35.222512
2922,MARAGOGIPE,BAHIA,BA,2920601,-12.776621,-38.917473
2923,MARAIAL,PERNAMBUCO,PE,2609204,-8.782379,-35.811315
2924,MARAJÁ DO SENA,MARANHÃO,MA,2106359,-4.621400,-45.453957
2925,MARANGUAPE,CEARÁ,CE,2307700,-3.892297,-38.683543
2926,MARANHÃOZINHO,MARANHÃO,MA,2106375,-2.242932,-45.858898
2927,MARAPANIM,PARÁ,PA,1504406,-0.713449,-47.698538
2928,MARAPOAMA,SÃO PAULO,SP,3528858,-21.257477,-49.131472
2929,MARATÁ,RIO GRANDE DO SUL,RS,4311791,-29.549349,-51.554641
2930,MARATAÍZES,ESPÍRITO SANTO,ES,3203320,-21.044367,-40.827220
2931,MARAU,RIO GRANDE DO SUL,RS,4311809,-28.449347,-52.200194
2932,MARAÚ,BAHIA,BA,2920700,-14.103022,-39.014432
2933,MARAVILHA,ALAGOAS,AL,2704609,-9.230449,-37.352419
2934,MARAVILHA,SANTA CATARINA,SC,4210506,-26.762390,-53.174739
2935,MARAVILHAS,MINAS GERAIS,MG,3139706,-19.515278,-44.676389
2936,MARCAÇÃO,PARAÍBA,PB,2509057,-6.770411,-35.012148
2937,MARCELÂNDIA,MATO GROSSO,MT,5105580,-11.079426,-54.520245
2938,MARCELINO RAMOS,RIO GRANDE DO SUL,RS,4311908,-27.462271,-51.908101
2939,MARCELINO VIEIRA,RIO GRANDE DO NORTE,RN,2407302,-6.293860,-38.162223
2940,MARCIONÍLIO SOUZA,BAHIA,BA,2920809,-13.002433,-40.531748
2941,MARCO,CEARÁ,CE,2307809,-3.122194,-40.151458
2942,MARCOLÂNDIA,PIAUÍ,PI,2205953,-7.445716,-40.662286
2943,MARCOS PARENTE,PIAUÍ,PI,2206001,-7.115649,-43.892602
2944,MARECHAL CÂNDIDO RONDON,PARANÁ,PR,4114609,-24.557048,-54.057146
2945,MARECHAL DEODORO,ALAGOAS,AL,2704708,-9.709715,-35.896731
2946,MARECHAL FLORIANO,ESPÍRITO SANTO,ES,3203346,-20.412497,-40.674986
2947,MARECHAL THAUMATURGO,ACRE,AC,1200351,-8.940751,-72.791510
2948,MAREMA,SANTA CATARINA,SC,4210555,-26.802361,-52.626445
2949,MARI,PARAÍBA,PB,2509107,-7.036650,-35.316194
2950,MARIA DA FÉ,MINAS GERAIS,MG,3139904,-22.308056,-45.375556
2951,MARIA HELENA,PARANÁ,PR,4114708,-23.613939,-53.206135
2952,MARIALVA,PARANÁ,PR,4114807,-23.482099,-51.795788
2953,MARIANA,MINAS GERAIS,MG,3140001,-20.378147,-43.417486
2954,MARIANA PIMENTEL,RIO GRANDE DO SUL,RS,4311981,-30.295516,-51.584766
2955,MARIANO MORO,RIO GRANDE DO SUL,RS,4312005,-27.340962,-52.166516
2956,MARIANÓPOLIS DO TOCANTINS,TOCANTINS,TO,1712504,-9.796250,-49.654717
2957,MARIÁPOLIS,SÃO PAULO,SP,3528908,-21.796671,-51.183147
2958,MARIBONDO,ALAGOAS,AL,2704807,-9.580865,-36.304057
2959,MARICÁ,RIO DE JANEIRO,RJ,3302700,-22.908399,-42.817948
2960,MARILAC,MINAS GERAIS,MG,3140100,-18.507500,-42.080278
2961,MARILÂNDIA,ESPÍRITO SANTO,ES,3203353,-19.427896,-40.508739
2962,MARILÂNDIA DO SUL,PARANÁ,PR,4114906,-23.744681,-51.305160
2963,MARILENA,PARANÁ,PR,4115002,-22.735833,-53.040000
2964,MARÍLIA,SÃO PAULO,SP,3529005,-22.217108,-49.950060
2965,MARILUZ,PARANÁ,PR,4115101,-24.002898,-53.147239
2966,MARINGÁ,PARANÁ,PR,4115200,-23.425269,-51.938208
2967,MARINÓPOLIS,SÃO PAULO,SP,3529104,-20.440833,-50.822778
2968,MÁRIO CAMPOS,MINAS GERAIS,MG,3140159,-20.051100,-44.185800
2969,MARIÓPOLIS,PARANÁ,PR,4115309,-26.355002,-52.553164
2970,MARIPÁ,PARANÁ,PR,4115358,-24.419978,-53.828641
2971,MARIPÁ DE MINAS,MINAS GERAIS,MG,3140209,-21.697500,-42.959167
2972,MARITUBA,PARÁ,PA,1504422,-1.359531,-48.336150
2973,MARIZÓPOLIS,PARAÍBA,PB,2509156,-6.844070,-38.347309
2974,MARLIÉRIA,MINAS GERAIS,MG,3140308,-19.711867,-42.734306
2975,MARMELEIRO,PARANÁ,PR,4115408,-26.147200,-53.026741
2976,MARMELÓPOLIS,MINAS GERAIS,MG,3140407,-22.448889,-45.165278
2977,MARQUES DE SOUZA,RIO GRANDE DO SUL,RS,4312054,-29.339634,-52.105228
2978,MARQUINHO,PARANÁ,PR,4115457,-25.113376,-52.258185
2979,MARTINHO CAMPOS,MINAS GERAIS,MG,3140506,-19.331945,-45.236666
2980,MARTINÓPOLE,CEARÁ,CE,2307908,-3.224944,-40.694842
2981,MARTINÓPOLIS,SÃO PAULO,SP,3529203,-22.146153,-51.170949
2982,MARTINS,RIO GRANDE DO NORTE,RN,2407401,-6.089284,-37.911468
2983,MARTINS SOARES,MINAS GERAIS,MG,3140530,-20.256700,-41.876900
2984,MARUIM,SERGIPE,SE,2804003,-10.737260,-37.081747
2985,MARUMBI,PARANÁ,PR,4115507,-23.707034,-51.640828
2986,MARZAGÃO,GOIÁS,GO,5212907,-17.980597,-48.643032
2987,MASCOTE,BAHIA,BA,2920908,-15.564547,-39.302666
2988,MASSAPÊ,CEARÁ,CE,2308005,-3.523906,-40.342311
2989,MASSAPÊ DO PIAUÍ,PIAUÍ,PI,2206050,-7.463905,-41.125605
2990,MASSARANDUBA,PARAÍBA,PB,2509206,-7.181276,-35.733071
2991,MASSARANDUBA,SANTA CATARINA,SC,4210605,-26.610868,-49.005351
2992,MATA,RIO GRANDE DO SUL,RS,4312104,-29.545660,-54.481898
2993,MATA DE SÃO JOÃO,BAHIA,BA,2921005,-12.530685,-38.300898
2994,MATA GRANDE,ALAGOAS,AL,2705002,-9.034268,-37.720677
2995,MATA ROMA,MARANHÃO,MA,2106409,-3.621015,-43.115695
2996,MATA VERDE,MINAS GERAIS,MG,3140555,-15.688280,-40.740106
2997,MATÃO,SÃO PAULO,SP,3529302,-21.602603,-48.364521
2998,MATARACA,PARAÍBA,PB,2509305,-6.596730,-35.053080
2999,MATEIROS,TOCANTINS,TO,1712702,-10.546225,-46.417423
3000,MATELÂNDIA,PARANÁ,PR,4115606,-25.240418,-53.983500
3001,MATERLÂNDIA,MINAS GERAIS,MG,3140605,-18.473889,-43.060000
3002,MATEUS LEME,MINAS GERAIS,MG,3140704,-19.986666,-44.428056
3003,MATHIAS LOBATO,MINAS GERAIS,MG,3171501,-18.576046,-41.915545
3004,MATIAS BARBOSA,MINAS GERAIS,MG,3140803,-21.869164,-43.318062
3005,MATIAS CARDOSO,MINAS GERAIS,MG,3140852,-14.860347,-43.921064
3006,MATIAS OLÍMPIO,PIAUÍ,PI,2206100,-3.713508,-42.552282
3007,MATINA,BAHIA,BA,2921054,-13.909862,-42.846154
3008,MATINHA,MARANHÃO,MA,2106508,-3.102212,-45.032208
3009,MATINHAS,PARAÍBA,PB,2509339,-7.121955,-35.771343
3010,MATINHOS,PARANÁ,PR,4115705,-25.818734,-48.534281
3011,MATIPÓ,MINAS GERAIS,MG,3140902,-20.289669,-42.342660
3012,MATO CASTELHANO,RIO GRANDE DO SUL,RS,4312138,-28.258000,-52.198034
3013,MATO GROSSO,PARAÍBA,PB,2509370,-6.543386,-37.714652
3014,MATO LEITÃO,RIO GRANDE DO SUL,RS,4312153,-29.530892,-52.117192
3015,MATO QUEIMADO,RIO GRANDE DO SUL,RS,4312179,-28.245655,-54.659630
3016,MATO RICO,PARANÁ,PR,4115739,-24.704557,-52.149300
3017,MATO VERDE,MINAS GERAIS,MG,3141009,-15.396513,-42.859881
3018,MATÕES,MARANHÃO,MA,2106607,-5.521067,-43.204153
3019,MATÕES DO NORTE,MARANHÃO,MA,2106631,-3.626888,-44.554754
3020,MATOS COSTA,SANTA CATARINA,SC,4210704,-26.473984,-51.150979
3021,MATOZINHOS,MINAS GERAIS,MG,3141108,-19.557655,-44.081603
3022,MATRINCHÃ,GOIÁS,GO,5212956,-15.435744,-50.749268
3023,MATRIZ DE CAMARAGIBE,ALAGOAS,AL,2705101,-9.109500,-35.569312
3024,MATUPÁ,MATO GROSSO,MT,5105606,-10.168324,-54.934619
3025,MATURÉIA,PARAÍBA,PB,2509396,-7.264629,-37.338336
3026,MATUTINA,MINAS GERAIS,MG,3141207,-19.221956,-45.970165
3027,MAUÁ,SÃO PAULO,SP,3529401,-23.667670,-46.461263
3028,MAUÁ DA SERRA,PARANÁ,PR,4115754,-23.904552,-51.226117
3029,MAUÉS,AMAZONAS,AM,1302900,-3.379580,-57.719607
3030,MAURILÂNDIA,GOIÁS,GO,5213004,-17.971859,-50.338836
3031,MAURILÂNDIA DO TOCANTINS,TOCANTINS,TO,1712801,-5.951688,-47.512492
3032,MAURITI,CEARÁ,CE,2308104,-7.387009,-38.773775
3033,MAXARANGUAPE,RIO GRANDE DO NORTE,RN,2407500,-5.517599,-35.258540
3034,MAXIMILIANO DE ALMEIDA,RIO GRANDE DO SUL,RS,4312203,-27.596434,-51.817293
3035,MAZAGÃO,AMAPÁ,AP,1600402,-0.115000,-51.289000
3036,MEDEIROS,MINAS GERAIS,MG,3141306,-19.994583,-46.222357
3037,MEDEIROS NETO,BAHIA,BA,2921104,-17.371458,-40.222474
3038,MEDIANEIRA,PARANÁ,PR,4115804,-25.295423,-54.094067
3039,MEDICILÂNDIA,PARÁ,PA,1504455,-3.443839,-52.888924
3040,MEDINA,MINAS GERAIS,MG,3141405,-16.227047,-41.476337
3041,MELEIRO,SANTA CATARINA,SC,4210803,-28.829467,-49.639450
3042,MELGAÇO,PARÁ,PA,1504505,-1.673505,-51.070240
3043,MENDES,RIO DE JANEIRO,RJ,3302809,-22.526847,-43.733107
3044,MENDES PIMENTEL,MINAS GERAIS,MG,3141504,-18.661164,-41.402072
3045,MENDONÇA,SÃO PAULO,SP,3529500,-21.183881,-49.579059
3046,MERCEDES,PARANÁ,PR,4115853,-24.450496,-54.164725
3047,MERCÊS,MINAS GERAIS,MG,3141603,-21.194726,-43.340727
3048,MERIDIANO,SÃO PAULO,SP,3529609,-20.354722,-50.172574
3049,MERUOCA,CEARÁ,CE,2308203,-3.539021,-40.454611
3050,MESÓPOLIS,SÃO PAULO,SP,3529658,-19.967320,-50.621200
3051,MESQUITA,MINAS GERAIS,MG,3141702,-19.221667,-42.607222
3052,MESQUITA,RIO DE JANEIRO,RJ,3302858,-22.783092,-43.429360
3053,MESSIAS,ALAGOAS,AL,2705200,-9.393843,-35.839182
3054,MESSIAS TARGINO,RIO GRANDE DO NORTE,RN,2407609,-6.077295,-37.511712
3055,MIGUEL ALVES,PIAUÍ,PI,2206209,-4.172883,-42.894004
3056,MIGUEL CALMON,BAHIA,BA,2921203,-11.430944,-40.597650
3057,MIGUEL LEÃO,PIAUÍ,PI,2206308,-5.681461,-42.737170
3058,MIGUEL PEREIRA,RIO DE JANEIRO,RJ,3302908,-22.453942,-43.469198
3059,MIGUELÓPOLIS,SÃO PAULO,SP,3529708,-20.179612,-48.030997
3060,MILAGRES,CEARÁ,CE,2308302,-5.435550,-38.954172
3061,MILAGRES,BAHIA,BA,2921302,-12.864635,-39.861092
3062,MILAGRES DO MARANHÃO,MARANHÃO,MA,2106672,-3.509000,-42.808297
3063,MILHÃ,CEARÁ,CE,2308351,-5.678082,-39.195291
3064,MILTON BRANDÃO,PIAUÍ,PI,2206357,-4.702047,-41.448203
3065,MIMOSO DE GOIÁS,GOIÁS,GO,5213053,-15.057898,-48.159799
3066,MIMOSO DO SUL,ESPÍRITO SANTO,ES,3203403,-21.066962,-41.369595
3067,MINAÇU,GOIÁS,GO,5213087,-13.533641,-48.218489
3068,MINADOR DO NEGRÃO,ALAGOAS,AL,2705309,-9.334003,-36.859379
3069,MINAS DO LEÃO,RIO GRANDE DO SUL,RS,4312252,-30.073974,-52.072549
3070,MINAS NOVAS,MINAS GERAIS,MG,3141801,-17.217583,-42.594368
3071,MINDURI,MINAS GERAIS,MG,3141900,-21.681722,-44.603699
3072,MINEIROS,GOIÁS,GO,5213103,-17.565388,-52.553672
3073,MINEIROS DO TIETÊ,SÃO PAULO,SP,3529807,-22.470000,-48.436450
3074,MINISTRO ANDREAZZA,RONDÔNIA,RO,1101203,-11.198104,-61.516742
3075,MIRA ESTRELA,SÃO PAULO,SP,3530003,-19.980630,-50.136873
3076,MIRABELA,MINAS GERAIS,MG,3142007,-16.254721,-44.163907
3077,MIRACATU,SÃO PAULO,SP,3529906,-24.283908,-47.453513
3078,MIRACEMA,RIO DE JANEIRO,RJ,3303005,-21.412365,-42.196515
3079,MIRACEMA DO TOCANTINS,TOCANTINS,TO,1713205,-9.561794,-48.396654
3080,MIRADOR,MARANHÃO,MA,2106706,-6.370399,-44.362106
3081,MIRADOR,PARANÁ,PR,4115903,-23.257015,-52.775643
3082,MIRADOURO,MINAS GERAIS,MG,3142106,-20.890277,-42.342500
3083,MIRAGUAÍ,RIO GRANDE DO SUL,RS,4312302,-27.494365,-53.687422
3084,MIRAÍ,MINAS GERAIS,MG,3142205,-21.195742,-42.612515
3085,MIRAÍMA,CEARÁ,CE,2308377,-3.568674,-39.966267
3086,MIRANDA,MATO GROSSO DO SUL,MS,5005608,-20.240108,-56.384473
3087,MIRANDA DO NORTE,MARANHÃO,MA,2106755,-3.565346,-44.580913
3088,MIRANDIBA,PERNAMBUCO,PE,2609303,-8.120210,-38.728459
3089,MIRANDÓPOLIS,SÃO PAULO,SP,3530102,-21.132831,-51.102942
3090,MIRANGABA,BAHIA,BA,2921401,-10.953874,-40.575450
3091,MIRANORTE,TOCANTINS,TO,1713304,-9.529068,-48.592222
3092,MIRANTE,BAHIA,BA,2921450,-14.240137,-40.766191
3093,MIRANTE DA SERRA,RONDÔNIA,RO,1101302,-11.032169,-62.671701
3094,MIRANTE DO PARANAPANEMA,SÃO PAULO,SP,3530201,-22.346793,-51.924718
3095,MIRASELVA,PARANÁ,PR,4116000,-22.968120,-51.485483
3096,MIRASSOL,SÃO PAULO,SP,3530300,-20.814141,-49.507449
3097,MIRASSOL D'OESTE,MATO GROSSO,MT,5105622,-15.675947,-58.095140
3098,MIRASSOLÂNDIA,SÃO PAULO,SP,3530409,-20.614720,-49.462817
3099,MIRAVÂNIA,MINAS GERAIS,MG,3142254,-14.749287,-44.410844
3100,MIRIM DOCE,SANTA CATARINA,SC,4210852,-27.200353,-50.069718
3101,MIRINZAL,MARANHÃO,MA,2106805,-2.066454,-44.783735
3102,MISSAL,PARANÁ,PR,4116059,-25.091336,-54.247674
3103,MISSÃO VELHA,CEARÁ,CE,2308401,-7.248491,-39.143484
3104,MOCAJUBA,PARÁ,PA,1504604,-2.583098,-49.504224
3105,MOCOCA,SÃO PAULO,SP,3530508,-21.464731,-47.002405
3106,MODELO,SANTA CATARINA,SC,4210902,-26.775238,-53.052551
3107,MOEDA,MINAS GERAIS,MG,3142304,-20.333056,-44.052500
3108,MOEMA,MINAS GERAIS,MG,3142403,-19.843541,-45.410624
3109,MOGEIRO,PARAÍBA,PB,2509404,-7.301900,-35.478275
3110,MOGI DAS CRUZES,SÃO PAULO,SP,3530607,-23.523428,-46.192667
3111,MOGI GUAÇU,SÃO PAULO,SP,3530706,-22.372222,-46.942500
3112,MOGI MIRIM,SÃO PAULO,SP,3530805,-22.433009,-46.958163
3113,MOIPORÁ,GOIÁS,GO,5213400,-16.544830,-50.735293
3114,MOITA BONITA,SERGIPE,SE,2804102,-10.579324,-37.342388
3115,MOJU,PARÁ,PA,1504703,-1.889926,-48.766765
3116,MOJUÍ DOS CAMPOS,PARÁ,PA,1504752,-3.040417,-54.537197
3117,MOMBAÇA,CEARÁ,CE,2308500,-5.738442,-39.630009
3118,MOMBUCA,SÃO PAULO,SP,3530904,-22.929309,-47.565072
3119,MONÇÃO,MARANHÃO,MA,2106904,-3.484204,-45.251547
3120,MONÇÕES,SÃO PAULO,SP,3531001,-20.850949,-50.097537
3121,MONDAÍ,SANTA CATARINA,SC,4211009,-27.102078,-53.399242
3122,MONGAGUÁ,SÃO PAULO,SP,3531100,-24.095945,-46.623436
3123,MONJOLOS,MINAS GERAIS,MG,3142502,-18.324267,-44.118773
3124,MONSENHOR GIL,PIAUÍ,PI,2206407,-5.560910,-42.612772
3125,MONSENHOR HIPÓLITO,PIAUÍ,PI,2206506,-6.995181,-41.029393
3126,MONSENHOR PAULO,MINAS GERAIS,MG,3142601,-21.757778,-45.541111
3127,MONSENHOR TABOSA,CEARÁ,CE,2308609,-4.789222,-40.063024
3128,MONTADAS,PARAÍBA,PB,2509503,-7.088656,-35.957737
3129,MONTALVÂNIA,MINAS GERAIS,MG,3142700,-14.423017,-44.370178
3130,MONTANHA,ESPÍRITO SANTO,ES,3203502,-18.125674,-40.366795
3131,MONTANHAS,RIO GRANDE DO NORTE,RN,2407708,-6.486654,-35.285358
3132,MONTAURI,RIO GRANDE DO SUL,RS,4312351,-28.650166,-52.075764
3133,MONTE ALEGRE,PARÁ,PA,1504802,-1.998911,-54.072769
3134,MONTE ALEGRE,RIO GRANDE DO NORTE,RN,2407807,-6.069901,-35.333635
3135,MONTE ALEGRE DE GOIÁS,GOIÁS,GO,5213509,-13.255206,-46.892813
3136,MONTE ALEGRE DE MINAS,MINAS GERAIS,MG,3142809,-18.870278,-48.880556
3137,MONTE ALEGRE DE SERGIPE,SERGIPE,SE,2804201,-10.028113,-37.562272
3138,MONTE ALEGRE DO PIAUÍ,PIAUÍ,PI,2206605,-9.749246,-45.304566
3139,MONTE ALEGRE DO SUL,SÃO PAULO,SP,3531209,-22.681861,-46.679878
3140,MONTE ALEGRE DOS CAMPOS,RIO GRANDE DO SUL,RS,4312377,-28.673678,-50.806401
3141,MONTE ALTO,SÃO PAULO,SP,3531308,-21.257703,-48.516360
3142,MONTE APRAZÍVEL,SÃO PAULO,SP,3531407,-20.725873,-49.729979
3143,MONTE AZUL,MINAS GERAIS,MG,3142908,-15.153200,-42.871174
3144,MONTE AZUL PAULISTA,SÃO PAULO,SP,3531506,-20.914549,-48.650762
3145,MONTE BELO,MINAS GERAIS,MG,3143005,-21.322505,-46.364977
3146,MONTE BELO DO SUL,RIO GRANDE DO SUL,RS,4312385,-29.134500,-51.654502
3147,MONTE CARLO,SANTA CATARINA,SC,4211058,-28.594901,-49.318730
3148,MONTE CARMELO,MINAS GERAIS,MG,3143104,-18.726094,-47.495886
3149,MONTE CASTELO,SÃO PAULO,SP,3531605,-21.239859,-51.563067
3150,MONTE CASTELO,SANTA CATARINA,SC,4211108,-28.668182,-49.408892
3151,MONTE DAS GAMELEIRAS,RIO GRANDE DO NORTE,RN,2407906,-6.439750,-35.785163
3152,MONTE DO CARMO,TOCANTINS,TO,1713601,-10.764746,-48.112181
3153,MONTE FORMOSO,MINAS GERAIS,MG,3143153,-16.866939,-41.254354
3154,MONTE HOREBE,PARAÍBA,PB,2509602,-7.214284,-38.585758
3155,MONTE MOR,SÃO PAULO,SP,3531803,-22.951312,-47.302906
3156,MONTE NEGRO,RONDÔNIA,RO,1101401,-10.247000,-63.379073
3157,MONTE SANTO,BAHIA,BA,2921500,-10.429243,-39.338726
3158,MONTE SANTO DE MINAS,MINAS GERAIS,MG,3143203,-21.189722,-46.980000
3159,MONTE SANTO DO TOCANTINS,TOCANTINS,TO,1713700,-10.005194,-48.992753
3160,MONTE SIÃO,MINAS GERAIS,MG,3143401,-22.432778,-46.572778
3161,MONTEIRO,PARAÍBA,PB,2509701,-7.892018,-37.123205
3162,MONTEIRO LOBATO,SÃO PAULO,SP,3531704,-22.936500,-45.792458
3163,MONTEIRÓPOLIS,ALAGOAS,AL,2705408,-9.602565,-37.246172
3164,MONTENEGRO,RIO GRANDE DO SUL,RS,4312401,-29.682611,-51.468745
3165,MONTES ALTOS,MARANHÃO,MA,2107001,-5.831673,-47.065800
3166,MONTES CLAROS,MINAS GERAIS,MG,3143302,-16.727354,-43.871768
3167,MONTES CLAROS DE GOIÁS,GOIÁS,GO,5213707,-16.005946,-51.397878
3168,MONTEZUMA,MINAS GERAIS,MG,3143450,-15.171512,-42.498770
3169,MONTIVIDIU,GOIÁS,GO,5213756,-17.443934,-51.172815
3170,MONTIVIDIU DO NORTE,GOIÁS,GO,5213772,-13.349000,-48.687279
3171,MORADA NOVA,CEARÁ,CE,2308708,-5.097360,-38.370158
3172,MORADA NOVA DE MINAS,MINAS GERAIS,MG,3143500,-18.602489,-45.351387
3173,MORAÚJO,CEARÁ,CE,2308807,-3.465765,-40.679146
3174,MOREILÂNDIA,PERNAMBUCO,PE,2614303,-7.629863,-39.553552
3175,MOREIRA SALES,PARANÁ,PR,4116109,-24.050941,-53.010172
3176,MORENO,PERNAMBUCO,PE,2609402,-8.108706,-35.083540
3177,MORMAÇO,RIO GRANDE DO SUL,RS,4312427,-28.693550,-52.692598
3178,MORPARÁ,BAHIA,BA,2921609,-11.562834,-43.276841
3179,MORRETES,PARANÁ,PR,4116208,-25.477005,-48.832191
3180,MORRINHOS,CEARÁ,CE,2308906,-3.849322,-40.701014
3181,MORRINHOS,GOIÁS,GO,5213806,-17.733369,-49.105908
3182,MORRINHOS DO SUL,RIO GRANDE DO SUL,RS,4312443,-29.361270,-49.948573
3183,MORRO AGUDO,SÃO PAULO,SP,3531902,-20.727669,-48.052795
3184,MORRO AGUDO DE GOIÁS,GOIÁS,GO,5213855,-15.318430,-50.055281
3185,MORRO CABEÇA NO TEMPO,PIAUÍ,PI,2206654,-9.723685,-43.903770
3186,MORRO DA FUMAÇA,SANTA CATARINA,SC,4211207,-28.652227,-49.213398
3187,MORRO DA GARÇA,MINAS GERAIS,MG,3143609,-18.543519,-44.603020
3188,MORRO DO CHAPÉU,BAHIA,BA,2921708,-11.550029,-41.157025
3189,MORRO DO CHAPÉU DO PIAUÍ,PIAUÍ,PI,2206670,-3.740502,-42.309917
3190,MORRO DO PILAR,MINAS GERAIS,MG,3143708,-19.216389,-43.376667
3191,MORRO GRANDE,SANTA CATARINA,SC,4211256,-27.835125,-50.329606
3192,MORRO REDONDO,RIO GRANDE DO SUL,RS,4312450,-29.437786,-50.826946
3193,MORRO REUTER,RIO GRANDE DO SUL,RS,4312476,-29.511872,-51.064511
3194,MORROS,MARANHÃO,MA,2107100,-2.866256,-44.043583
3195,MORTUGABA,BAHIA,BA,2921807,-15.023283,-42.369542
3196,MORUNGABA,SÃO PAULO,SP,3532009,-22.880000,-46.791670
3197,MOSSÂMEDES,GOIÁS,GO,5213905,-16.126375,-50.210439
3198,MOSSORÓ,RIO GRANDE DO NORTE,RN,2408003,-5.190433,-37.344387
3199,MOSTARDAS,RIO GRANDE DO SUL,RS,4312500,-31.105380,-50.916692
3200,MOTUCA,SÃO PAULO,SP,3532058,-21.509586,-48.150383
3201,MOZARLÂNDIA,GOIÁS,GO,5214002,-14.745705,-50.571321
3202,MUANÁ,PARÁ,PA,1504901,-1.531744,-49.222356
3203,MUCAJAÍ,RORAIMA,RR,1400308,2.448608,-60.919999
3204,MUCAMBO,CEARÁ,CE,2309003,-3.904328,-40.745442
3205,MUCUGÊ,BAHIA,BA,2921906,-13.005300,-41.370271
3206,MUÇUM,RIO GRANDE DO SUL,RS,4312609,-29.167184,-51.874135
3207,MUCURI,BAHIA,BA,2922003,-18.078749,-39.547058
3208,MUCURICI,ESPÍRITO SANTO,ES,3203601,-18.094302,-40.519069
3209,MUITOS CAPÕES,RIO GRANDE DO SUL,RS,4312617,-28.314639,-51.194973
3210,MULITERNO,RIO GRANDE DO SUL,RS,4312625,-28.329599,-51.768244
3211,MULUNGU,CEARÁ,CE,2309102,-5.835965,-39.377757
3212,MULUNGU,PARAÍBA,PB,2509800,-7.030939,-35.464608
3213,MULUNGU DO MORRO,BAHIA,BA,2922052,-11.965356,-41.640824
3214,MUNDO NOVO,BAHIA,BA,2922102,-11.857386,-40.473166
3215,MUNDO NOVO,MATO GROSSO DO SUL,MS,5005681,-23.937888,-54.285949
3216,MUNDO NOVO,GOIÁS,GO,5214051,-13.772943,-50.281378
3217,MUNHOZ,MINAS GERAIS,MG,3143807,-22.613056,-46.360556
3218,MUNHOZ DE MELO,PARANÁ,PR,4116307,-23.148658,-51.773733
3219,MUNIZ FERREIRA,BAHIA,BA,2922201,-13.001255,-39.110213
3220,MUNIZ FREIRE,ESPÍRITO SANTO,ES,3203700,-20.464863,-41.415342
3221,MUQUÉM DO SÃO FRANCISCO,BAHIA,BA,2922250,39.783730,-100.445882
3222,MUQUI,ESPÍRITO SANTO,ES,3203809,-20.956012,-41.353087
3223,MURIAÉ,MINAS GERAIS,MG,3143906,-21.130556,-42.366389
3224,MURIBECA,SERGIPE,SE,2804300,-10.422708,-36.956730
