tweets,sentimento
"💗 . . . heyhey amores eu espero que estejam tendo uma ótima tarde, sinto muito não ser muito ativa~ sempre chego cansada da escola :( de qualquer forma, se cuidem, bebam bastante água e se alimentem bem! amo vocês",Negativo
@aintsohye oq :( -dav,Negativo
@deudelouca @laistranhaa @sptafrodite Queria estar transando agora :(,Negativo
Queria trocar minha folga pra quarta dia 12 mas to vendo q nao vai rolar :(,Negativo
nem sei se eu vou p churrasco da casa hj :(,Negativo
@AznharLumabao_ tara tara tara :(,Negativo
"eu estava na praia com a minha mãe e nesse dia teve uma super onda que acabou molhando a praia toda, nisso eu estava com uma amiga que eu não lembro quem era (desculpa :() se eu lembrar o nome dela eu falo mas enfim",Negativo
O álbum da Ariana é ótimo pra ouvir deitado na cama não to na cama :(,Negativo
"Camila nem sabe se ganhou os prêmios do VMA e já tá agradecendo se no caso perder, eu amo tanto essa mulher que já não sei mais como expressar isso. :(",Negativo
eu n consigo fazer :( https://t.co/UhiGCaHy6V,Negativo
@carolvacation @iahgos Deu tweet não disponível :(,Negativo
@itsMarcone ai q rico kkk eu to tentando trocar pra ele :( vc curtiu?,Negativo
@jeonrefuge eu que sou sortuda de amar ele :(,Negativo
não estou acreditando q todos os personagens da minha série estão desistindo :(,Negativo
"Oh meu Deus, tadinha da nossa princesa. :( #MMVAs #iHeartRadioMMVAs #FFSingleNoTears https://t.co/eKMO7izt2E",Negativo
@busanboysad aaaa :( obrigado,Negativo
"@starpowerrr_ Meu Deus Monaaa, que foda :( melhoras!!!",Negativo
@BeatrizSias1 eu só anotei do que eu tive interesse mesmo mas ta dificil encontrar esse garoto viu :(,Negativo
"@marcusmaiaa hahaha total! e a gente, de fato, PRECISA ARMAR UMA po é que agora moro longe pra caramba de você :( tenta ir no Replace!",Negativo
e eu aqui no brasil :( https://t.co/yUvlLVwjPj,Negativo
@Emsftmendler :( Justicia para Chuck.,Negativo
hoje eu comprei meia pela primeira vez na vida eu sempre ganhava :(,Negativo
queria tanto chocolate mas eu sei que minha pele vai ficar pior :(,Negativo
Tô bem triste do filme da Mulan não ter o Mushu :(,Negativo
se esse line do lolla for realmente verdade eu acho que to sentindo falta de umas banda indie tem muito pop mas pouco indie :(,Negativo
@azevedomanuel20 @cisabelfreitas Desculpa babe :(,Negativo
Que dolor :(,Negativo
@ctmwave o dani que fez essa montageeeemm JHKJGKFHSJGF ele disse que eu tava com cara de atriz pornô :(,Negativo
"@souomessias vais já levar unfollow, pensava q eras preto :(",Negativo
"@leonasmo não sei leo, to c dor de garganta e ontem nem consegui ir na aula d manhã, hj to melhor mas c medo d piorar por sair a noite :(",Negativo
@anitta_queenn não to conseguindo engolir :( https://t.co/f0G3E9CrRK,Negativo
tô muito triste que meu pesadelo estragou meu sono :( af,Negativo
Mas eu reprovei :( https://t.co/9RPCDOtIPK,Negativo
@_andremcaguiar eu to em casaaaa :((,Negativo
@DeusDaPizza Eu tbm queria fazer isso Mas ela mexe cmg :(,Negativo
@BadLilithLux tá doente ela? :(,Negativo
"@jiminstage ó dó do meu dengo, tinham esquecido dele :(",Negativo
Por favor assiste esse Vídeo. São apenas três minutos. :( https://t.co/ND8u9GgtmC,Negativo
"💌 . . . espero que a Jiwoo esteja bem~ faz algum tempo que ela não aparece, sinto falta da minha pitica hihi eu amo muito ela, demais, eu amo tanto que dói... espero que ela esteja saudável, parecia magrinha nos teasers :(",Negativo
"Quando nossa metade não tá bem, a gente não fica bem :(",Negativo
@yasmin_rossatto Minha mãe e minhas tias nunca superam o Ivan :(,Negativo
mas já? :( https://t.co/GOtuzLXzCb,Negativo
@shinegguo me conta pq tá triste :(,Negativo
porque é que nao ha sephora em coimbra :(,Negativo
@joanacarrilh que isso!!!! que bad :(,Negativo
@susygofficial Publicalo por aqui :(,Negativo
o black morreu :( paz à sua alma :( https://t.co/HT1dyAqVWR,Negativo
@Park_Toddynho aaa quero ver as fotos :(,Negativo
"@phosphorie Aaaa que gracinha!!! Eu sempre quis ajudar em campanhas assim, mas a conversão pra dolar me fode :(",Negativo
renatta tá brigando cmg pq não fui p escola :(,Negativo
"@mandweiser era 'noticia' do meu lulinha, fiquei esperançosa :(",Negativo
@__camila grau alto eu tenho (quase 7 de miopia e 2 de astigmatismo) mas nao tenho convenio :(,Negativo
"Famosinha do curiouscat Como tem paciência pra tanta pergunta besta — mas nem me perguntam nada, eu fico até triste :( hahdhaha https://t.co/h9zjdX61Yw",Negativo
Triste saber que a ninfomania precisa ser tratada com psiquiatra :((,Negativo
@0valenada Agora tô em casa :(,Negativo
"@rafagizzi Eu moro só, sou organizada e em três dias o meu fica bagunçado. É assim mesmo :(",Negativo
@JorgeAl82517053 @JosLope58256880 Fazerem prova de vida :(,Negativo
"Falar nisso tenho q ir no dermatologista dnv, n consegui horário essa semana :(",Negativo
tou farto que os meus pais chateiem com a faculdade q chatos :(,Negativo
"tenho bué saudades de comer mc, qmd q me trouxessem :((",Negativo
"@laraandradeffc garota vip, comprei antes de me chamarem pra ir :(",Negativo
"Postei minha foto de aniversário com a @thxbxtx e ela me ignorou, sou um pai triste pois minha filha não me dá atenção :(",Negativo
Torcedor do LFC está lamentando a saída de Klavan :( como eu odeio essa torcida.,Negativo
@moodsbutera gente tadinha :(((((,Negativo
"@pooxGabi poxa amor, eu escuto no Spotify Se não te enviaria :(",Negativo
Só fico triste por nunca ter conseguido comprar :(,Negativo
@afonsomartingo Só cheguei há pouco :( tas por cá ???,Negativo
@d4idaflu força meu amor :(,Negativo
"@SrVianaHitter sou de sp, que merda, queria :(",Negativo
o video dk jimin vestido de vaquinha eu quero morrer :(,Negativo
Meus marotos indo pra emb com geral e eu aqui :(,Negativo
"Minha vizinha tá com umas músicas do Henrique e Juliano, Jorge E Mateus e mais uns cantor, estou mais na bad :(",Negativo
meu filho cresceu :(,Negativo
"@imscaryun tabom então, quero :(",Negativo
Queria tirar fotos e parece que nem paciência para isso eu tenho :((,Negativo
@passeimel Jeito eu tenho :( só me falta glamour,Negativo
ai gente que droga :( eu postei e nem liguei sabe,Negativo
Queria um momolado :(,Negativo
amanhã tem show do @matue30 com H.O.R.T.A ao vivo e eu não vou :((((( to triste,Negativo
num tenho + amigos :(,Negativo
@leotf nunca da certo trabalho e estudo :( vc vai pra caldas ne passa aqui um pouquin,Negativo
"Pesado, porém real :( https://t.co/5H6h6iET76",Negativo
@eusoukel mas vc ta operada e eu queria só alguem pra comer :(,Negativo
Alguém sabe dizer se dá pra ligar pro 180 do celular? Tentei agora e nem chamou.. :(,Negativo
@talitaanjos @1dmematou desapontada mas nada surpresa :((((,Negativo
Esses humoristas de hoje em dia :( https://t.co/0BkYnNJn2A,Negativo
"@princesajojoba Ela mesma, amiga. E 2 semanas seguidas sem terapia não ajudaram nada nisso. :(",Negativo
pior de tudo é ter certeza absoluta que isso vai acontecer :( https://t.co/MYkEz0QIfy,Negativo
"@izarcosta Com certeza. É fato que a formação deveria ser mais diversa. Mas o que a grande maioria vai descobrir quando ir atrás de uma coisa ou de outra é que a situação será extremamente difícil. Eu não vejo nenhum horizonte positivo pra profissão, infelizmente :(",Negativo
@petitbea Seria tão bom se as pessoas usassem a criatividade pro bem :((,Negativo
@stressadona Poxaa :(,Negativo
@Mvitoria_R @CICILIASS @layscaetan0 porra de malhação minha gente vamo se encontrar p usar droga :(((,Negativo
"@jessffc Eu tava c ele ontem, ta osso p se comunicar :( sdds",Negativo
ta muitissimo frio pra sair com esse pedaço de pano :(( https://t.co/k4AnfAVjD3,Negativo
onti eu tava uma gracinha e tirei 0 selfies :(,Negativo
"@brinhela eu n tenho estomago e psicologico, mas sei quao ruim eh :(",Negativo
"eu fico triste pq jikook nunca poderia se assumir, a mídia coreana ia cair matando neles, muita gente ia jogar mais hate neles e no grupo, ia prejudicar mais do que ajudar, mas sério ia ser tão bom se eles pudessem se exibir totalmente, como eles são :((",Negativo
@fabis_prado baaah agora q me liguei a gente ñ vai mais parecer irmãs :( como faz p colar de volta o cabelo?,Negativo
Prorroga :( #pasaporteexpress,Negativo
queria :( https://t.co/9xexX8S3Ll,Negativo
@agaezii_ eu genuinamente fiquei triste :(,Negativo
"Certamente, Bruno Alves não merecia ter perdido o pênalti, pelo que acompanho da pessoa dele, certeza que ele não dormiu e ficou extremamente mal pelo pênalti perdido. :(",Negativo
"Nao sei se é mais triste ela estar indo embora, ou eu nao poder me despedir :((( https://t.co/ao2HmyqYUX",Negativo
@m_pdronero Você quer conversar? :(,Negativo
ela ja deve saber que vao dar os premios pros outros mesmo com a nossa fa base tendo votado e ela ganharia :( kkkk podre mtv https://t.co/bkXgnAqadU,Negativo
meu amooooor :((( https://t.co/XOUJnKTidk,Negativo
foi bem ruim eu lembrar que ano que vem nao vou mais estar de manhã :(,Negativo
@jaumavelino acho q o 1 lote já foi :(,Negativo
eu só queria te proteger de todo mal meu nene :((,Negativo
sexta feira dia de piriri :(,Negativo
@itdaehyun você não é nada disso meu anjo :((,Negativo
saudades harry :( https://t.co/8dnE2JINNL,Negativo
Queria ir ver o Slow J :(,Negativo
ana me deixou :((,Negativo
@intolukearms ai caralhi :(((( se quiser xora conversar sl me chama,Negativo
Eu queria muito ta em casa :(,Negativo
Alguém para conversar e distrair a mente? Passo meu número pelo Whats. Estou me sentindo sozinha :(,Negativo
queria muito alpha hoje :(,Negativo
André e hp querendo sair do chromos :(:(:(,Negativo
eu to morrendo de saudade do meu gatinho :(,Negativo
"bruna me passou um link, porém não abriu de jeito nhm :(((((((((",Negativo
ai cara sou mt trouxa :(,Negativo
@talon_jonathan foda meu mano beiço :(,Negativo
"@lasereia Vish, se não sai disso é bom levar pro técnico :(",Negativo
@singullart nunca :(,Negativo
@xTris_15 @Adriuvu Pero Patrineitor :((((,Negativo
não postou ainda? :(( https://t.co/sSSXIWxfHT,Negativo
eu amo tanto o john aaaa vo chorar :(,Negativo
"@kakau Gata, se tu ainda tiver foto da placa podes me reenviar por aqui? Meu whatsapp não abre mesmo. Vi que você mandou lá mas não consigo abrir :(",Negativo
@quenervos Sim. Tem a informação no site da câmara. Todos os fogos de artifício excepto o de hoje que é antecipado para as 23h. A serenata parece-me um exagero ser cancelada mas a câmara não pode fazer nada :(,Negativo
"@gabsilvaas Tudo demorou 1 mês e alguma coisa, e são tão poucas as opções de médios e clínicas que aceitam o plano. Mas sem condições de fazer particular, muito caro :(((",Negativo
acho que todas :( em especial tem dois grupos de pessoas e uma pessoa em específico mas todos a https://t.co/5A32I0AsLY,Negativo
@pulv1s_et_umbra @abesbilico pois bem me parecia &gt;:(,Negativo
EU TO :(,Negativo
@matheroh Menos eu :(,Negativo
Uma hor ainda :(,Negativo
"@shawntghost tô indo estudar :( dps falo mais com vc! bjinhos, ily ♥",Negativo
"@EduPassarinho @JoaoZinh0_K Vc não me conta as coisa, vc q n tem :(",Negativo
Tô com tanto sono que não tô conseguindo me concentrar no trabalho :(,Negativo
@junitobastos25 Pois estou :((,Negativo
aí Carla eu amo ele demais :( https://t.co/p04CboZfSb,Negativo
@marcellawars :( foi mal https://t.co/vojMrvKxTh,Negativo
@CentralDeFasLS queria :(,Negativo
Só confirmando: Vou ficar de boa hoje mesmo porque não to afim de forçar muito e piorar minha garganta. O bom é que sábado e domingo da pra dar um relax tambem e segunda tamo de volta &lt;3 Foi mal mas não esperava ficar assim rip :(,Negativo
Não consigo mais dormir a tarde como antes :(,Negativo
@Krinacrvg queria mt trazer um dos gatinho de lá mas meus pais n gostam de gato :(,Negativo
eu amo vocês :( https://t.co/qR1NgOrsMf,Negativo
Minha irmã não volta hoje pq não tem vôo :(,Negativo
minha professora de hangul é tão fofinha tentando me acalmar em questão das vogais que to tendo dificuldade :(( disse que vamos ver todos juntos dps,Negativo
@kbyshhhhh Pior que eu já fui no show do Maneva e é muito bommm :(,Negativo
Eu não fazia nada de jeito mas tenho saudades :((((,Negativo
@terra_bluey @tariainei @deanwncherster pq n me disse isso antes? eu perdi meu canudo por n ter esse conhecimento :(,Negativo
embrio :( https://t.co/TFOSD4nHpv,Negativo
"@GyorIsis mas é tão longe da minha casa, minha :(",Negativo
eu tô mto triste :( https://t.co/L5hCPhibWS,Negativo
ai inferno to na rua ai to sem internet pra postar a thread do jiyong :(,Negativo
"q saudades, dengo :(( — aaaaa que saudade meu anjinho :( precisamos nos falar mais https://t.co/2VWLh8d0yN",Negativo
"achei errado, não passei :(",Negativo
"@moreiraems Demais, vamos miga :(",Negativo
"Ele parece tanto com o meu, sinto como se fosse ele :(",Negativo
Modroc não foi pra Inter :(,Negativo
@Camila_Cabello que pena que eu moro no Brasil linda :(,Negativo
"@CentralDeFasLS eu entrei em abril, vou receber? :(",Negativo
@NicoleRegibaud @dieguitoDF Oie no :(,Negativo
uma professora la da faculdade acabou de morrer :( eu to muito triste,Negativo
"Aaaa eu sou tímida demais pra falar, mas muito obrigada anjinho ❤️❤️❤️ — ah tudo bem :(( fique bem anjinho!!! 💗💗💗 https://t.co/I15u7dF5wz",Negativo
Eu quero Coraline 2 :(,Negativo
saudades do yuri :( https://t.co/iSxuvKAPxA,Negativo
@alanzoka Melhoras porpetinha :(,Negativo
to cm tanta saudade do meu amg :(((,Negativo
tão triste que meu pai esqueceu de deixar dinheiro no banco p pagar meu spotify :(,Negativo
@atlannnnta bonita :(,Negativo
a mãozinha do minmin :(( https://t.co/QuoHe39HyT,Negativo
eu nao acredito que chegou produto dos ursos sem curso na miniso e eu to falida :(,Negativo
queria ir :( https://t.co/SdEP9T8wTP,Negativo
eu tô bem triste eu perdi a pergunta do patronus do cc daily :(((,Negativo
@vanessaclopess trabalho no dia a seguir :(,Negativo
Era só umas massagens nos meus pés de anjo e bumbum :(((((,Negativo
e em destaque a do bucho :(,Negativo
@_arpgg AAAAAAAAAAAAA eu vou sentir mt sua falta :( o brandon vai ficar ou vai embora tb?,Negativo
As vezes sinto tanta saudade do matheus q dói meu coração :(,Negativo
minha bichinho :( https://t.co/R1ocmwtuXe,Negativo
@Myzzilol Quer q eu devolva? :(,Negativo
fofos :(( https://t.co/4vJgF5xJXs,Negativo
"@magnificbutera tadinha da minha filha, so queria cuidar dela :(",Negativo
meu deus :( https://t.co/EUEzZDcqzF,Negativo
@meduardawalter Eu quero :(,Negativo
@mechamogaribel eh serio cury :(,Negativo
Meu pulso ainda Ta doendo :(,Negativo
Palavras cruzadas: nível difícil https://t.co/WbWHT6l5bP,Neutro
Palavras cruzadas: nível médio https://t.co/3f14hZ9cq4,Neutro
Palavras cruzadas: nível fácil https://t.co/lsbKQ093Ug,Neutro
Testemunha relata corrupção e vira alvo de perseguição estatal https://t.co/o9iSaD25jR,Neutro
O mundo de Wes Anderson em ‘Ilha dos Cachorros’ https://t.co/jZPnSTcUFn,Neutro
Trump: ‘Seu presidente favorito não fez nada de errado’ https://t.co/vXo1ckxJpt,Neutro
PSOL confirma Guilherme Boulos como candidato à Presidência https://t.co/XyTDkNTjQu,Neutro
#TVEJA https://t.co/wBNViyH1Mf,Neutro
Tensões políticas levam a conflitos na Nicarágua https://t.co/MRQ49s0I2k,Neutro
Bolsonaro ataca filme sobre história de Suzane Von Hichthofen https://t.co/2q5MOf5cyq,Neutro
"Em convenção tumultuada, PMN descarta candidatura de Valéria Monteiro https://t.co/go6Wdb56Wp",Neutro
Pesquisadora feminista deixa Brasília por orientação policial https://t.co/wfn9oOcQw6,Neutro
"‘Vou enfrentar as corporações’, diz Alckmin https://t.co/gPBJQmxLcJ",Neutro
"Para Paulinho da Força, Alckmin promete alternativa à imposto sindical https://t.co/SPXxj3hllb",Neutro
Doença de executivo leva Fiat a mudar o comando depois de 14 anos https://t.co/Nf0wWRYpfI,Neutro
Oposição realiza grande protesto contra presidente da Nicarágua https://t.co/kbsZpcLu8X,Neutro
#TVEJA https://t.co/IZjFqGjub2,Neutro
Cuba discute retirar a busca pelo comunismo da Constituição https://t.co/jgLcXNegVm,Neutro
Queda de ultraleve deixa dois mortos na zona oeste do Rio https://t.co/FkWFTKlRKu,Neutro
Neymar rebate ‘encheção’ e fala da ‘dificuldade’ em ser quem ele é https://t.co/ces5ymycxs,Neutro
Cúpula do PCC planejou resgate em presídio de segurança máxima https://t.co/QmFmYUQ1xj,Neutro
"Após separação, 19 crianças brasileiras já estão com famílias nos EUA https://t.co/kBZ7uGRqaM",Neutro
Sobe para 135 o número de mortos por erupção de vulcão Guatemala https://t.co/FCeeNpIqWZ,Neutro
FMI alerta sobre impacto de guerra comercial antes de reunião do G20 https://t.co/A89H5mtVNf,Neutro
Cápsulas de ômega-3: estudo mostra que são inúteis para o coração https://t.co/bCqGYTqa7K,Neutro
Imagem no chão: os planos do PSG para levantar Neymar https://t.co/6liBNqhf0y,Neutro
Fies: hoje é o último dia para inscrições do segundo semestre https://t.co/mOsF4mVq6t,Neutro
Centenas de Capacetes Brancos sírios são evacuados para a Jordânia https://t.co/roE1e1r7cS,Neutro
